Year,Sex,Age,Country,Region,GeoCode,Value
2005,Female,45 to 49,England,,E92000001,7.3
2006,Female,45 to 49,England,,E92000001,7.3
2007,Female,45 to 49,England,,E92000001,6.6
2008,Female,45 to 49,England,,E92000001,5.7
2009,Female,45 to 49,England,,E92000001,6.6
2010,Female,45 to 49,England,,E92000001,6.1
2011,Female,45 to 49,England,,E92000001,6.3
2012,Female,45 to 49,England,,E92000001,7.1
2013,Female,45 to 49,England,,E92000001,6.9
2014,Female,45 to 49,England,,E92000001,6.8
2015,Female,45 to 49,England,,E92000001,6.9
2016,Female,45 to 49,England,,E92000001,6.3
2017,Female,45 to 49,England,,E92000001,6.3
1981,,50 to 54,England,,E92000001,19.2
1982,,50 to 54,England,,E92000001,17.0
1983,,50 to 54,England,,E92000001,17.2
1984,,50 to 54,England,,E92000001,17.6
1985,,50 to 54,England,,E92000001,17.0
1986,,50 to 54,England,,E92000001,17.3
1987,,50 to 54,England,,E92000001,14.9
1988,,50 to 54,England,,E92000001,15.4
1989,,50 to 54,England,,E92000001,14.4
1990,,50 to 54,England,,E92000001,14.0
1991,,50 to 54,England,,E92000001,14.4
1992,,50 to 54,England,,E92000001,13.8
1993,,50 to 54,England,,E92000001,13.5
1994,,50 to 54,England,,E92000001,13.3
1995,,50 to 54,England,,E92000001,13.1
1996,,50 to 54,England,,E92000001,11.1
1997,,50 to 54,England,,E92000001,11.2
1998,,50 to 54,England,,E92000001,12.6
1999,,50 to 54,England,,E92000001,12.3
2000,,50 to 54,England,,E92000001,12.0
2001,,50 to 54,England,,E92000001,12.6
2002,,50 to 54,England,,E92000001,11.9
2003,,50 to 54,England,,E92000001,12.0
2004,,50 to 54,England,,E92000001,12.7
2005,,50 to 54,England,,E92000001,12.6
2006,,50 to 54,England,,E92000001,12.6
2007,,50 to 54,England,,E92000001,11.6
2008,,50 to 54,England,,E92000001,12.4
2009,,50 to 54,England,,E92000001,12.6
2010,,50 to 54,England,,E92000001,12.7
2011,,50 to 54,England,,E92000001,14.8
2012,,50 to 54,England,,E92000001,14.3
2013,,50 to 54,England,,E92000001,14.7
2014,,50 to 54,England,,E92000001,16.0
2015,,50 to 54,England,,E92000001,14.0
2016,,50 to 54,England,,E92000001,14.0
2017,,50 to 54,England,,E92000001,12.8
1981,Male,50 to 54,England,,E92000001,23.7
1982,Male,50 to 54,England,,E92000001,20.2
1983,Male,50 to 54,England,,E92000001,21.6
1984,Male,50 to 54,England,,E92000001,21.1
1985,Male,50 to 54,England,,E92000001,20.4
1986,Male,50 to 54,England,,E92000001,21.0
1987,Male,50 to 54,England,,E92000001,18.8
1988,Male,50 to 54,England,,E92000001,20.0
1989,Male,50 to 54,England,,E92000001,18.8
1990,Male,50 to 54,England,,E92000001,20.5
1991,Male,50 to 54,England,,E92000001,20.5
1992,Male,50 to 54,England,,E92000001,20.3
1993,Male,50 to 54,England,,E92000001,19.6
1994,Male,50 to 54,England,,E92000001,19.1
1995,Male,50 to 54,England,,E92000001,19.6
1996,Male,50 to 54,England,,E92000001,15.8
1997,Male,50 to 54,England,,E92000001,16.4
1998,Male,50 to 54,England,,E92000001,19.1
1999,Male,50 to 54,England,,E92000001,18.0
2000,Male,50 to 54,England,,E92000001,17.4
2001,Male,50 to 54,England,,E92000001,18.5
2002,Male,50 to 54,England,,E92000001,17.4
2003,Male,50 to 54,England,,E92000001,16.7
2004,Male,50 to 54,England,,E92000001,19.4
2005,Male,50 to 54,England,,E92000001,17.7
2006,Male,50 to 54,England,,E92000001,18.6
2007,Male,50 to 54,England,,E92000001,17.1
2008,Male,50 to 54,England,,E92000001,17.6
2009,Male,50 to 54,England,,E92000001,19.8
2010,Male,50 to 54,England,,E92000001,18.7
2011,Male,50 to 54,England,,E92000001,22.5
2012,Male,50 to 54,England,,E92000001,22.0
2013,Male,50 to 54,England,,E92000001,23.3
2014,Male,50 to 54,England,,E92000001,24.7
2015,Male,50 to 54,England,,E92000001,20.1
2016,Male,50 to 54,England,,E92000001,20.2
2017,Male,50 to 54,England,,E92000001,19.7
1981,Female,50 to 54,England,,E92000001,14.8
1982,Female,50 to 54,England,,E92000001,13.9
1983,Female,50 to 54,England,,E92000001,12.8
1984,Female,50 to 54,England,,E92000001,14.1
1985,Female,50 to 54,England,,E92000001,13.5
1986,Female,50 to 54,England,,E92000001,13.6
1987,Female,50 to 54,England,,E92000001,11.0
1988,Female,50 to 54,England,,E92000001,10.8
1989,Female,50 to 54,England,,E92000001,10.0
1990,Female,50 to 54,England,,E92000001,7.4
1991,Female,50 to 54,England,,E92000001,8.4
1992,Female,50 to 54,England,,E92000001,7.4
1993,Female,50 to 54,England,,E92000001,7.4
1994,Female,50 to 54,England,,E92000001,7.6
1995,Female,50 to 54,England,,E92000001,6.8
1996,Female,50 to 54,England,,E92000001,6.4
1997,Female,50 to 54,England,,E92000001,6.1
1998,Female,50 to 54,England,,E92000001,6.1
1999,Female,50 to 54,England,,E92000001,6.7
2000,Female,50 to 54,England,,E92000001,6.8
2001,Female,50 to 54,England,,E92000001,6.9
2002,Female,50 to 54,England,,E92000001,6.5
2003,Female,50 to 54,England,,E92000001,7.4
2004,Female,50 to 54,England,,E92000001,6.1
2005,Female,50 to 54,England,,E92000001,7.7
2006,Female,50 to 54,England,,E92000001,6.6
2007,Female,50 to 54,England,,E92000001,6.1
2008,Female,50 to 54,England,,E92000001,7.3
2009,Female,50 to 54,England,,E92000001,5.5
2010,Female,50 to 54,England,,E92000001,6.6
2011,Female,50 to 54,England,,E92000001,7.2
2012,Female,50 to 54,England,,E92000001,6.7
2013,Female,50 to 54,England,,E92000001,6.2
2014,Female,50 to 54,England,,E92000001,7.6
2015,Female,50 to 54,England,,E92000001,8.1
2016,Female,50 to 54,England,,E92000001,8.0
2017,Female,50 to 54,England,,E92000001,6.2
1981,,55 to 59,England,,E92000001,18.8
1982,,55 to 59,England,,E92000001,19.0
1983,,55 to 59,England,,E92000001,17.7
1984,,55 to 59,England,,E92000001,17.9
1985,,55 to 59,England,,E92000001,18.5
1986,,55 to 59,England,,E92000001,15.6
1987,,55 to 59,England,,E92000001,15.7
1988,,55 to 59,England,,E92000001,15.8
1989,,55 to 59,England,,E92000001,14.7
1990,,55 to 59,England,,E92000001,13.1
1991,,55 to 59,England,,E92000001,12.6
1992,,55 to 59,England,,E92000001,13.3
1993,,55 to 59,England,,E92000001,12.9
1994,,55 to 59,England,,E92000001,10.3
1995,,55 to 59,England,,E92000001,11.7
1996,,55 to 59,England,,E92000001,11.2
1997,,55 to 59,England,,E92000001,10.8
1998,,55 to 59,England,,E92000001,11.1
1999,,55 to 59,England,,E92000001,11.2
2000,,55 to 59,England,,E92000001,11.6
2001,,55 to 59,England,,E92000001,11.8
2002,,55 to 59,England,,E92000001,10.8
2003,,55 to 59,England,,E92000001,10.4
2004,,55 to 59,England,,E92000001,10.8
2005,,55 to 59,England,,E92000001,10.7
2006,,55 to 59,England,,E92000001,11.7
2007,,55 to 59,England,,E92000001,10.4
2008,,55 to 59,England,,E92000001,11.3
2009,,55 to 59,England,,E92000001,12.2
2010,,55 to 59,England,,E92000001,11.7
2011,,55 to 59,England,,E92000001,11.5
2012,,55 to 59,England,,E92000001,12.1
2013,,55 to 59,England,,E92000001,13.5
2014,,55 to 59,England,,E92000001,12.5
2015,,55 to 59,England,,E92000001,13.1
2016,,55 to 59,England,,E92000001,12.3
2017,,55 to 59,England,,E92000001,11.2
1981,Male,55 to 59,England,,E92000001,22.9
1982,Male,55 to 59,England,,E92000001,24.0
1983,Male,55 to 59,England,,E92000001,20.9
1984,Male,55 to 59,England,,E92000001,22.4
1985,Male,55 to 59,England,,E92000001,22.5
1986,Male,55 to 59,England,,E92000001,20.5
1987,Male,55 to 59,England,,E92000001,21.7
1988,Male,55 to 59,England,,E92000001,21.0
1989,Male,55 to 59,England,,E92000001,21.5
1990,Male,55 to 59,England,,E92000001,19.6
1991,Male,55 to 59,England,,E92000001,16.6
1992,Male,55 to 59,England,,E92000001,18.9
1993,Male,55 to 59,England,,E92000001,18.3
1994,Male,55 to 59,England,,E92000001,14.6
1995,Male,55 to 59,England,,E92000001,17.1
1996,Male,55 to 59,England,,E92000001,16.0
1997,Male,55 to 59,England,,E92000001,14.8
1998,Male,55 to 59,England,,E92000001,15.8
1999,Male,55 to 59,England,,E92000001,16.4
2000,Male,55 to 59,England,,E92000001,15.9
2001,Male,55 to 59,England,,E92000001,17.2
2002,Male,55 to 59,England,,E92000001,15.4
2003,Male,55 to 59,England,,E92000001,15.0
2004,Male,55 to 59,England,,E92000001,14.8
2005,Male,55 to 59,England,,E92000001,15.0
2006,Male,55 to 59,England,,E92000001,17.1
2007,Male,55 to 59,England,,E92000001,16.2
2008,Male,55 to 59,England,,E92000001,17.1
2009,Male,55 to 59,England,,E92000001,18.0
2010,Male,55 to 59,England,,E92000001,18.1
2011,Male,55 to 59,England,,E92000001,16.6
2012,Male,55 to 59,England,,E92000001,18.8
2013,Male,55 to 59,England,,E92000001,21.2
2014,Male,55 to 59,England,,E92000001,19.2
2015,Male,55 to 59,England,,E92000001,20.3
2016,Male,55 to 59,England,,E92000001,19.0
2017,Male,55 to 59,England,,E92000001,17.2
1981,Female,55 to 59,England,,E92000001,14.9
1982,Female,55 to 59,England,,E92000001,14.2
1983,Female,55 to 59,England,,E92000001,14.7
1984,Female,55 to 59,England,,E92000001,13.6
1985,Female,55 to 59,England,,E92000001,14.5
1986,Female,55 to 59,England,,E92000001,10.9
1987,Female,55 to 59,England,,E92000001,9.9
1988,Female,55 to 59,England,,E92000001,10.7
1989,Female,55 to 59,England,,E92000001,8.1
1990,Female,55 to 59,England,,E92000001,6.8
1991,Female,55 to 59,England,,E92000001,8.7
1992,Female,55 to 59,England,,E92000001,7.7
1993,Female,55 to 59,England,,E92000001,7.6
1994,Female,55 to 59,England,,E92000001,6.1
1995,Female,55 to 59,England,,E92000001,6.4
1996,Female,55 to 59,England,,E92000001,6.5
1997,Female,55 to 59,England,,E92000001,6.9
1998,Female,55 to 59,England,,E92000001,6.5
1999,Female,55 to 59,England,,E92000001,6.2
2000,Female,55 to 59,England,,E92000001,7.4
2001,Female,55 to 59,England,,E92000001,6.4
2002,Female,55 to 59,England,,E92000001,6.3
2003,Female,55 to 59,England,,E92000001,5.8
2004,Female,55 to 59,England,,E92000001,6.8
2005,Female,55 to 59,England,,E92000001,6.5
2006,Female,55 to 59,England,,E92000001,6.4
2007,Female,55 to 59,England,,E92000001,4.8
2008,Female,55 to 59,England,,E92000001,5.6
2009,Female,55 to 59,England,,E92000001,6.5
2010,Female,55 to 59,England,,E92000001,5.4
2011,Female,55 to 59,England,,E92000001,6.6
2012,Female,55 to 59,England,,E92000001,5.5
2013,Female,55 to 59,England,,E92000001,5.8
2014,Female,55 to 59,England,,E92000001,6.0
2015,Female,55 to 59,England,,E92000001,6.0
2016,Female,55 to 59,England,,E92000001,5.8
2017,Female,55 to 59,England,,E92000001,5.2
1981,,60 to 64,England,,E92000001,18.5
1982,,60 to 64,England,,E92000001,16.6
1983,,60 to 64,England,,E92000001,17.5
1984,,60 to 64,England,,E92000001,17.3
1985,,60 to 64,England,,E92000001,18.5
1986,,60 to 64,England,,E92000001,17.4
1987,,60 to 64,England,,E92000001,16.8
1988,,60 to 64,England,,E92000001,14.8
1989,,60 to 64,England,,E92000001,12.1
1990,,60 to 64,England,,E92000001,12.3
1991,,60 to 64,England,,E92000001,11.3
1992,,60 to 64,England,,E92000001,12.5
1993,,60 to 64,England,,E92000001,9.8
1994,,60 to 64,England,,E92000001,10.9
1995,,60 to 64,England,,E92000001,10.3
1996,,60 to 64,England,,E92000001,8.7
1997,,60 to 64,England,,E92000001,9.2
1998,,60 to 64,England,,E92000001,9.3
1999,,60 to 64,England,,E92000001,10.2
2000,,60 to 64,England,,E92000001,8.4
2001,,60 to 64,England,,E92000001,9.3
2002,,60 to 64,England,,E92000001,8.1
2003,,60 to 64,England,,E92000001,8.9
2004,,60 to 64,England,,E92000001,8.7
2005,,60 to 64,England,,E92000001,9.3
2006,,60 to 64,England,,E92000001,9.5
2007,,60 to 64,England,,E92000001,8.9
2008,,60 to 64,England,,E92000001,8.6
2009,,60 to 64,England,,E92000001,8.8
2010,,60 to 64,England,,E92000001,9.9
2011,,60 to 64,England,,E92000001,8.9
2012,,60 to 64,England,,E92000001,8.5
2013,,60 to 64,England,,E92000001,10.4
2014,,60 to 64,England,,E92000001,10.0
2015,,60 to 64,England,,E92000001,10.9
2016,,60 to 64,England,,E92000001,8.9
2017,,60 to 64,England,,E92000001,8.7
1981,Male,60 to 64,England,,E92000001,23.1
1982,Male,60 to 64,England,,E92000001,19.6
1983,Male,60 to 64,England,,E92000001,21.6
1984,Male,60 to 64,England,,E92000001,20.3
1985,Male,60 to 64,England,,E92000001,22.5
1986,Male,60 to 64,England,,E92000001,22.0
1987,Male,60 to 64,England,,E92000001,22.6
1988,Male,60 to 64,England,,E92000001,20.7
1989,Male,60 to 64,England,,E92000001,14.6
1990,Male,60 to 64,England,,E92000001,15.4
1991,Male,60 to 64,England,,E92000001,15.5
1992,Male,60 to 64,England,,E92000001,16.4
1993,Male,60 to 64,England,,E92000001,13.5
1994,Male,60 to 64,England,,E92000001,15.3
1995,Male,60 to 64,England,,E92000001,14.9
1996,Male,60 to 64,England,,E92000001,12.8
1997,Male,60 to 64,England,,E92000001,13.1
1998,Male,60 to 64,England,,E92000001,14.1
1999,Male,60 to 64,England,,E92000001,16.0
2000,Male,60 to 64,England,,E92000001,11.6
2001,Male,60 to 64,England,,E92000001,12.5
2002,Male,60 to 64,England,,E92000001,11.2
2003,Male,60 to 64,England,,E92000001,13.0
2004,Male,60 to 64,England,,E92000001,12.0
2005,Male,60 to 64,England,,E92000001,13.4
2006,Male,60 to 64,England,,E92000001,12.9
2007,Male,60 to 64,England,,E92000001,12.8
2008,Male,60 to 64,England,,E92000001,13.1
2009,Male,60 to 64,England,,E92000001,12.6
2010,Male,60 to 64,England,,E92000001,14.6
2011,Male,60 to 64,England,,E92000001,13.3
2012,Male,60 to 64,England,,E92000001,12.9
2013,Male,60 to 64,England,,E92000001,17.2
2014,Male,60 to 64,England,,E92000001,15.2
2015,Male,60 to 64,England,,E92000001,16.0
2016,Male,60 to 64,England,,E92000001,13.0
2017,Male,60 to 64,England,,E92000001,13.3
1981,Female,60 to 64,England,,E92000001,14.4
1982,Female,60 to 64,England,,E92000001,13.9
1983,Female,60 to 64,England,,E92000001,13.9
1984,Female,60 to 64,England,,E92000001,14.6
1985,Female,60 to 64,England,,E92000001,14.9
1986,Female,60 to 64,England,,E92000001,13.2
1987,Female,60 to 64,England,,E92000001,11.5
1988,Female,60 to 64,England,,E92000001,9.3
1989,Female,60 to 64,England,,E92000001,9.8
1990,Female,60 to 64,England,,E92000001,9.3
1991,Female,60 to 64,England,,E92000001,7.4
1992,Female,60 to 64,England,,E92000001,8.8
1993,Female,60 to 64,England,,E92000001,6.3
1994,Female,60 to 64,England,,E92000001,6.7
1995,Female,60 to 64,England,,E92000001,5.8
1996,Female,60 to 64,England,,E92000001,4.7
1997,Female,60 to 64,England,,E92000001,5.4
1998,Female,60 to 64,England,,E92000001,4.6
1999,Female,60 to 64,England,,E92000001,4.6
2000,Female,60 to 64,England,,E92000001,5.4
2001,Female,60 to 64,England,,E92000001,6.2
2002,Female,60 to 64,England,,E92000001,5.2
2003,Female,60 to 64,England,,E92000001,4.9
2004,Female,60 to 64,England,,E92000001,5.5
2005,Female,60 to 64,England,,E92000001,5.4
2006,Female,60 to 64,England,,E92000001,6.3
2007,Female,60 to 64,England,,E92000001,5.0
2008,Female,60 to 64,England,,E92000001,4.2
2009,Female,60 to 64,England,,E92000001,5.2
2010,Female,60 to 64,England,,E92000001,5.3
2011,Female,60 to 64,England,,E92000001,4.6
2012,Female,60 to 64,England,,E92000001,4.2
2013,Female,60 to 64,England,,E92000001,3.9
2014,Female,60 to 64,England,,E92000001,5.0
2015,Female,60 to 64,England,,E92000001,6.0
2016,Female,60 to 64,England,,E92000001,5.0
2017,Female,60 to 64,England,,E92000001,4.4
1981,,65 to 69,England,,E92000001,18.9
1982,,65 to 69,England,,E92000001,18.2
1983,,65 to 69,England,,E92000001,18.3
1984,,65 to 69,England,,E92000001,16.8
1985,,65 to 69,England,,E92000001,19.7
1986,,65 to 69,England,,E92000001,17.1
1987,,65 to 69,England,,E92000001,15.7
1988,,65 to 69,England,,E92000001,15.1
1989,,65 to 69,England,,E92000001,12.4
1990,,65 to 69,England,,E92000001,13.3
1991,,65 to 69,England,,E92000001,11.0
1992,,65 to 69,England,,E92000001,11.7
1993,,65 to 69,England,,E92000001,11.3
1994,,65 to 69,England,,E92000001,10.3
1995,,65 to 69,England,,E92000001,9.0
1996,,65 to 69,England,,E92000001,8.7
1997,,65 to 69,England,,E92000001,8.3
1998,,65 to 69,England,,E92000001,10.1
1999,,65 to 69,England,,E92000001,9.7
2000,,65 to 69,England,,E92000001,9.0
2001,,65 to 69,England,,E92000001,7.8
2002,,65 to 69,England,,E92000001,8.7
2003,,65 to 69,England,,E92000001,7.4
2004,,65 to 69,England,,E92000001,9.3
2005,,65 to 69,England,,E92000001,7.8
2006,,65 to 69,England,,E92000001,7.8
2007,,65 to 69,England,,E92000001,7.4
2008,,65 to 69,England,,E92000001,7.5
2009,,65 to 69,England,,E92000001,7.2
2010,,65 to 69,England,,E92000001,7.0
2011,,65 to 69,England,,E92000001,7.2
2012,,65 to 69,England,,E92000001,7.1
2013,,65 to 69,England,,E92000001,7.4
2014,,65 to 69,England,,E92000001,8.1
2015,,65 to 69,England,,E92000001,8.3
2016,,65 to 69,England,,E92000001,7.3
2017,,65 to 69,England,,E92000001,7.9
1981,Male,65 to 69,England,,E92000001,20.2
1982,Male,65 to 69,England,,E92000001,22.1
1983,Male,65 to 69,England,,E92000001,21.9
1984,Male,65 to 69,England,,E92000001,20.4
1985,Male,65 to 69,England,,E92000001,22.6
1986,Male,65 to 69,England,,E92000001,22.6
1987,Male,65 to 69,England,,E92000001,20.7
1988,Male,65 to 69,England,,E92000001,19.7
1989,Male,65 to 69,England,,E92000001,16.5
1990,Male,65 to 69,England,,E92000001,17.8
1991,Male,65 to 69,England,,E92000001,14.6
1992,Male,65 to 69,England,,E92000001,16.0
1993,Male,65 to 69,England,,E92000001,15.0
1994,Male,65 to 69,England,,E92000001,16.0
1995,Male,65 to 69,England,,E92000001,13.5
1996,Male,65 to 69,England,,E92000001,12.0
1997,Male,65 to 69,England,,E92000001,11.5
1998,Male,65 to 69,England,,E92000001,13.1
1999,Male,65 to 69,England,,E92000001,13.7
2000,Male,65 to 69,England,,E92000001,12.2
2001,Male,65 to 69,England,,E92000001,11.6
2002,Male,65 to 69,England,,E92000001,12.8
2003,Male,65 to 69,England,,E92000001,10.5
2004,Male,65 to 69,England,,E92000001,13.3
2005,Male,65 to 69,England,,E92000001,11.2
2006,Male,65 to 69,England,,E92000001,11.5
2007,Male,65 to 69,England,,E92000001,10.8
2008,Male,65 to 69,England,,E92000001,10.3
2009,Male,65 to 69,England,,E92000001,10.3
2010,Male,65 to 69,England,,E92000001,9.8
2011,Male,65 to 69,England,,E92000001,10.6
2012,Male,65 to 69,England,,E92000001,10.9
2013,Male,65 to 69,England,,E92000001,11.3
2014,Male,65 to 69,England,,E92000001,12.1
2015,Male,65 to 69,England,,E92000001,12.4
2016,Male,65 to 69,England,,E92000001,11.0
2017,Male,65 to 69,England,,E92000001,11.7
1981,Female,65 to 69,England,,E92000001,17.8
1982,Female,65 to 69,England,,E92000001,15.0
1983,Female,65 to 69,England,,E92000001,15.3
1984,Female,65 to 69,England,,E92000001,13.9
1985,Female,65 to 69,England,,E92000001,17.3
1986,Female,65 to 69,England,,E92000001,12.5
1987,Female,65 to 69,England,,E92000001,11.5
1988,Female,65 to 69,England,,E92000001,11.2
1989,Female,65 to 69,England,,E92000001,8.9
1990,Female,65 to 69,England,,E92000001,9.3
1991,Female,65 to 69,England,,E92000001,7.8
1992,Female,65 to 69,England,,E92000001,8.0
1993,Female,65 to 69,England,,E92000001,8.1
1994,Female,65 to 69,England,,E92000001,5.3
1995,Female,65 to 69,England,,E92000001,5.0
1996,Female,65 to 69,England,,E92000001,5.7
1997,Female,65 to 69,England,,E92000001,5.5
1998,Female,65 to 69,England,,E92000001,7.3
1999,Female,65 to 69,England,,E92000001,6.2
2000,Female,65 to 69,England,,E92000001,6.1
2001,Female,65 to 69,England,,E92000001,4.3
2002,Female,65 to 69,England,,E92000001,4.9
2003,Female,65 to 69,England,,E92000001,4.5
2004,Female,65 to 69,England,,E92000001,5.6
2005,Female,65 to 69,England,,E92000001,4.7
2006,Female,65 to 69,England,,E92000001,4.3
2007,Female,65 to 69,England,,E92000001,4.2
2008,Female,65 to 69,England,,E92000001,4.8
2009,Female,65 to 69,England,,E92000001,4.4
2010,Female,65 to 69,England,,E92000001,4.4
2011,Female,65 to 69,England,,E92000001,4.0
2012,Female,65 to 69,England,,E92000001,3.6
2013,Female,65 to 69,England,,E92000001,3.6
2014,Female,65 to 69,England,,E92000001,4.3
2015,Female,65 to 69,England,,E92000001,4.5
2016,Female,65 to 69,England,,E92000001,3.8
2017,Female,65 to 69,England,,E92000001,4.4
1981,,70 to 74,England,,E92000001,19.9
1982,,70 to 74,England,,E92000001,19.6
1983,,70 to 74,England,,E92000001,18.2
1984,,70 to 74,England,,E92000001,18.3
1985,,70 to 74,England,,E92000001,19.0
1986,,70 to 74,England,,E92000001,18.9
1987,,70 to 74,England,,E92000001,16.4
1988,,70 to 74,England,,E92000001,17.4
1989,,70 to 74,England,,E92000001,12.6
1990,,70 to 74,England,,E92000001,13.1
1991,,70 to 74,England,,E92000001,10.8
1992,,70 to 74,England,,E92000001,12.9
1993,,70 to 74,England,,E92000001,9.7
1994,,70 to 74,England,,E92000001,10.4
1995,,70 to 74,England,,E92000001,9.2
1996,,70 to 74,England,,E92000001,10.7
1997,,70 to 74,England,,E92000001,9.5
